0	join	[[2, 9, 8, 8, 6], [5], [3, 4, 1], [1], [5, 5]]
1	join	[[2, 9, 8, 8, 6], [5], [3, 3], [1], [4, 1], [5, 5]]
2	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
3	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
4	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
5	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
6	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
7	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
8	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
9	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
10	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
11	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
12	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
13	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
14	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
15	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
16	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
17	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
18	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
19	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
20	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
21	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
22	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
23	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
24	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
25	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
26	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
27	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
28	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
29	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
30	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
31	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
32	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
33	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
34	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
35	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
36	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
37	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
38	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
39	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
40	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
41	join	[[2, 9, 8, 8, 6], [5], [3], [1], [4, 1], [5, 5]]
42	join	[[2, 9, 8, 8, 6], [5], [1], [4, 1], [5, 5]]
43	join	[[2, 9, 8, 8, 6], [5], [1], [4, 1], [5, 5]]
44	join	[[2, 9, 8, 8, 6], [5], [1], [4, 1], [5, 5]]
45	join	[[2, 9, 8, 8, 6], [5], [1], [4, 1], [5, 5]]
46	join	[[2, 9, 8, 8, 6], [5], [1], [4, 1], [5, 5]]
47	join	[[2, 9, 8, 6, 8], [5], [3, 4, 1], [1], [5, 5]]
48	join	[[2, 9, 8, 6, 8], [5], [3, 4, 1], [1], [5, 5]]
49	join	[[2, 9, 8, 6, 8], [5], [3, 4, 1], [1], [5, 5]]
50	join	[[2, 9, 8, 6, 8], [5], [3], [1], [4, 1], [5, 5]]
51	join	[[2, 9, 8, 6, 8], [5], [3], [1], [4, 1], [5, 5]]
52	join	[[2, 9, 8, 6, 8], [5], [3], [1], [4, 1], [5, 5]]
53	join	[[2, 9, 8, 6, 8], [5], [3], [1], [4, 1], [5, 5]]
54	join	[[2, 9, 8, 6, 8], [5], [3], [1], [4, 1], [5, 5]]
55	join	[[2, 9, 8, 6, 8], [5], [3], [1], [4, 1], [5, 5]]
56	join	[[2, 9, 8, 6, 8], [5], [3], [1], [4, 1], [5, 5]]
